Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
Kynurenine pathway and links to cell senescence (WP5044)	85.0	28	24	0	0	2	2	[a05b8 : KMO : En:ENSBTAG00000014439, aa86b : IFNG : En:ENSBTAG00000012529, ac223 : IDO1 : En:ENSBTAG00000020602, b2846 : EIF2AK1 : En:ENSBTAG00000007370, b3d5f : HAAO : En:ENSBTAG00000004674, b6727 : NOS1 : En:ENSBTAG00000002023, d0202 : TP53 : En:ENSBTAG00000001069, d1915 : ACMSD : En:ENSBTAG00000008039, e4ee2 : FOXO1 : En:ENSBTAG00000044105, e8717 : TDO2 : En:ENSBTAG00000011062, ee1bf : KYNU : En:ENSBTAG00000032277, f30e4 : KLF5 : En:ENSBTAG00000002129, fa89f : CDKN1A : En:ENSBTAG00000008353, fb7dd : AFMID : En:ENSBTAG00000007125, fe240 : QPRT : En:ENSBTAG00000018082, a5832 : KYNU : En:ENSBTAG00000032277, d4dba : AADAT : En:ENSBTAG00000010326, e35c9 : IDO2 : En:ENSBTAG00000005725, e0c55 : IF1DA6 : En:ENSBTAG00000054945, cabc1 : TNF : En:ENSBTAG00000025471, d4a38 : AHR : En:ENSBTAG00000007746, fff3b : TLR4 : En:ENSBTAG00000006240, d1acf : IL1R2 : En:ENSBTAG00000006343, c37f6 : EIF2AK4 : En:ENSBTAG00000014351]	[]	[]	[a70e2 : miR-210-3p : Mb:MIMAT0000267, e7b79 : miR-493-5p : Mb:MIMAT0002813]	[e1e70 : IDO1 promoter  : :, eac1e : TGFβ : S:]
NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence (WP5046)	85.0	27	23	0	0	4	0	[a14b5 : RB1 : En:ENSBTAG00000006640, a2ded : G6PD : En:ENSBTAG00000019512, a2ea6 : SLC2A4 : En:ENSBTAG00000009190, a40e8 : MDH2 : En:ENSBTAG00000009462, aa2c6 : GOT2 : En:ENSBTAG00000007172, ac49e : IL1B : En:ENSBTAG00000001321, b4e56 : HMGA1 : En:ENSBTAG00000034529, c0bce : SLC2A1 : En:ENSBTAG00000009617, c3172 : CCL27 : En:ENSBTAG00000014908, c4d9b : ELAVL1 : En:ENSBTAG00000000613, c51ab : GOT1 : En:ENSBTAG00000011960, c5fc7 : SIRT5 : En:ENSBTAG00000014904, ca5b6 : IL6 : En:ENSBTAG00000014921, cd818 : RELA : En:ENSBTAG00000013895, d7a66 : NMNAT2 : En:ENSBTAG00000000795, dac79 : PARP1 : En:ENSBTAG00000000837, de294 : SIRT1 : En:ENSBTAG00000014023, de775 : SIRT2 : En:ENSBTAG00000001776, e1418 : PRKAA1 : En:ENSBTAG00000000013, e2a85 : NAMPT : En:ENSBTAG00000015509, e41d7 : TP53 : En:ENSBTAG00000001069, e5b08 : SIRT3 : En:ENSBTAG00000002044, eb049 : MDH1 : En:ENSBTAG00000019295]	[]	[]	[a3897 : SCO2 : En:ENSG00000130489, b1951 : p38 MAPK : S:Q3C2E3, de749 : IL-10 : En:ENSGALG00000000892, f9b7a : TNF-a : En:ENSG000002328]	[]
Pentose phosphate pathway in senescent cells (WP5043)	84.0	13	11	0	0	0	2	[a65df : RPE : En:ENSBTAG00000054647, ab70f : RPE : En:ENSBTAG00000054647, ad486 : TALDO1 : En:ENSBTAG00000010336, b2c18 : TP53 : En:ENSBTAG00000001069, b3776 : PRPS1L1 : En:ENSBTAG00000033954, b5dc3 : G6PD : En:ENSBTAG00000019512, b622d : TKT : En:ENSBTAG00000003758, e801b : DERA : En:ENSBTAG00000022167, e9731 : TKT : En:ENSBTAG00000003758, fccd6 : RPIA : En:ENSBTAG00000002866, fd3d1 : PGLS : En:ENSBTAG00000016783]	[]	[]	[]	[c13fd : 6-phosphogluconolactonate dehydrogenase : Br:, e8f08 : Phosphoglucomutase : :]
Glycolysis in senescence (WP5049)	100.0	12	12	0	0	0	0	[a4df1 : ENO1 : En:ENSBTAG00000013411, ac914 : ALDOC : En:ENSBTAG00000013099, b4b0b : RB1 : En:ENSBTAG00000006640, bfd61 : HK1 : En:ENSBTAG00000012380, c3fc5 : G6PD : En:ENSBTAG00000019512, c41bb : LDHA : En:ENSBTAG00000008683, e5486 : PRKAA1 : En:ENSBTAG00000000013, e823d : PGK1 : En:ENSBTAG00000000894, e982a : TP53 : En:ENSBTAG00000001069, e9884 : GAPDH : En:ENSBTAG00000014731, f39fc : PKM : En:ENSBTAG00000001601, f8ac6 : PKM : En:ENSBTAG00000001601]	[]	[]	[]	[]
Mevalonate arm of cholesterol biosynthesis pathway (WP4190)	94.0	17	16	0	1	0	0	[bf9be : FDFT1 : En:ENSBTAG00000012432, c0a0e : ACAT1 : En:ENSBTAG00000012885, e0598 : HMGCL : En:ENSBTAG00000021832, ed3ae : HMGCS1 : En:ENSBTAG00000011839, f1c29 : IDI1 : En:ENSBTAG00000004075, f537e : MVK : En:ENSBTAG00000005183, f9d3e : FDPS : En:ENSBTAG00000003948, bd1ff : PMVK : En:ENSBTAG00000017819, ed464 : MVD : En:ENSBTAG00000012059, cb5cc : GGPS1 : En:ENSBTAG00000013068, b1566 : GGPS1 : En:ENSBTAG00000013068, e7795 : ACAT1 : En:ENSBTAG00000012885, b37d5 : HMGCL : En:ENSBTAG00000021832, a42f5 : ACAT2 : En:ENSBTAG00000002827, d4d61 : HMGCS1 : En:ENSBTAG00000011839, cc384 : HMGCR : En:ENSBTAG00000007840]	[]	[c128e : IDI2 : S:Q9BXS1]	[]	[]
Caloric restriction and aging (WP4191)	88.0	9	8	0	1	0	0	[ae933 : MTOR : En:ENSBTAG00000015325, d774e : NAMPT : En:ENSBTAG00000015509, d5f05 : PRKAB2 : En:ENSBTAG00000014387, a8491 : SIRT1 : En:ENSBTAG00000014023, ab67f : IGF1 : En:ENSBTAG00000011082, cc388 : PPARGC1A : En:ENSBTAG00000017024, be906 : AKT1 : En:ENSBTAG00000017636, a2bbf : TP53 : En:ENSBTAG00000001069]	[]	[e2ddd : FOXO : En:ENSG00000214295]	[]	[]
Insulin signaling (WP481)	96.0	163	158	0	5	0	0	[a02 : STXBP2 : En:ENSBTAG00000009178, a0e : PIK3CD : En:ENSBTAG00000018984, a11 : PIK3C3 : En:ENSBTAG00000026290, a12 : CYTH3 : En:ENSBTAG00000007384, a14 : PTPRF : En:ENSBTAG00000000253, a24 : RAC1 : En:ENSBTAG00000053390, a2b : GSK3B : En:ENSBTAG00000048057, a2e : MINK1 : En:ENSBTAG00000004907, a38 : GRB2 : En:ENSBTAG00000004736, a41 : SHC3 : En:ENSBTAG00000011375, a45 : IRS1 : En:ENSBTAG00000021308, a4f : SLC2A1 : En:ENSBTAG00000009617, ab4 : RPS6KA4 : En:ENSBTAG00000039153, abe : IKBKB : En:ENSBTAG00000007599, ac2 : MAP4K4 : En:ENSBTAG00000013023, ac6 : SOCS3 : En:ENSBTAG00000008441, ad5 : PRKCH : En:ENSBTAG00000003276, adf : KIF5B : En:ENSBTAG00000002280, ae8b4 : IRS1 : En:ENSBTAG00000021308, aea : EHD2 : En:ENSBTAG00000021191, aef : ARF6 : En:ENSBTAG00000045980, af4 : GYG1 : En:ENSBTAG00000001721, af6 : AKT2 : En:ENSBTAG00000001400, aff : SRF : En:ENSBTAG00000012777, b07 : MAP3K2 : En:ENSBTAG00000004216, b0e : RAB4A : En:ENSBTAG00000018857, b10 : PRKCD : En:ENSBTAG00000008719, b14 : AKT1 : En:ENSBTAG00000017636, b15 : CAP1 : En:ENSBTAG00000045689, b1c : RHEB : En:ENSBTAG00000031861, b2b : PFKM : En:ENSBTAG00000000286, b47 : STXBP1 : En:ENSBTAG00000003525, b59 : PIK3R3 : En:ENSBTAG00000002979, b5a : MAPK12 : En:ENSBTAG00000019574, b62 : PIK3R1 : En:ENSBTAG00000010989, b67 : MAP3K5 : En:ENSBTAG00000009065, b8a : IRS2 : En:ENSBTAG00000012019, bac : PIK3C2G : En:ENSBTAG00000020715, bad : PIK3R2 : En:ENSBTAG00000002350, bae : MAPK10 : En:ENSBTAG00000020048, bdd : MAP3K3 : En:ENSBTAG00000008151, be2 : MAP4K1 : En:ENSBTAG00000021145, bf3 : MAPK3 : En:ENSBTAG00000016156, bf9 : RPS6KA3 : En:ENSBTAG00000017639, c00 : ELK1 : En:ENSBTAG00000015817, c06 : SHC1 : En:ENSBTAG00000019838, c09 : CRK : En:ENSBTAG00000005665, c11 : TRIB3 : En:ENSBTAG00000017007, c17 : STXBP4 : En:ENSBTAG00000016078, c19 : RPS6KA6 : En:ENSBTAG00000002015, c27 : INSR : En:ENSBTAG00000012687, c3e : XBP1 : En:ENSBTAG00000005970, c41 : FOXO1 : En:ENSBTAG00000044105, c46 : EIF4EBP1 : En:ENSBTAG00000027654, c48 : TBC1D4 : En:ENSBTAG00000005760, c4e : PRKCB : En:ENSBTAG00000020921, c52 : MAP2K7 : En:ENSBTAG00000010639, c54 : RPS6KB2 : En:ENSBTAG00000009175, c61 : SOS1 : En:ENSBTAG00000011643, c74 : RAC2 : En:ENSBTAG00000011043, c75 : FOS : En:ENSBTAG00000004322, c78 : PIK3CG : En:ENSBTAG00000020848, c81 : RRAD : En:ENSBTAG00000013929, c8b78 : PIK3CA : En:ENSBTAG00000009232, c8c : IRS4 : En:ENSBTAG00000006535, c8d : SGK3 : En:ENSBTAG00000013284, c98 : SH2B2 : En:ENSBTAG00000009691, ca1 : MAPK13 : En:ENSBTAG00000010007, ca6 : GYS1 : En:ENSBTAG00000039958, ca9 : TSC2 : En:ENSBTAG00000020617, cb5 : PIK3CB : En:ENSBTAG00000006909, cc4 : EHD1 : En:ENSBTAG00000050712, ccf : MAP3K1 : En:ENSBTAG00000013790, cd1 : MAP4K3 : En:ENSBTAG00000016442, cd8 : ENPP1 : En:ENSBTAG00000021830, cdb : MAP2K6 : En:ENSBTAG00000001609, cdc : ARHGAP33 : En:ENSBTAG00000009714, ce3 : SLC2A4 : En:ENSBTAG00000009190, cee : MAP3K8 : En:ENSBTAG00000011600, d06 : PFKL : En:ENSBTAG00000010658, d0b : TSC1 : En:ENSBTAG00000005190, d13 : MAP3K12 : En:ENSBTAG00000020758, d16 : RPS6KA5 : En:ENSBTAG00000010906, d1b : STX4 : En:ENSBTAG00000007523, d20 : IGF1R : En:ENSBTAG00000021527, d24 : PRKCZ : En:ENSBTAG00000014119, d37 : SNAP25 : En:ENSBTAG00000008323, d40 : MAP2K4 : En:ENSBTAG00000012103, d43 : GRB14 : En:ENSBTAG00000019291, d4c : PRKCQ : En:ENSBTAG00000010664, d50 : RPS6KA1 : En:ENSBTAG00000014447, d54 : MAPK7 : En:ENSBTAG00000001014, d5c : RPS6KA2 : En:ENSBTAG00000021741, d77 : MAPK14 : En:ENSBTAG00000020783, d80 : RPS6KB1 : En:ENSBTAG00000016851, d8e : RHOQ : En:ENSBTAG00000013749, d93 : MAP3K11 : En:ENSBTAG00000004114, d94 : PRKAA2 : En:ENSBTAG00000018747, da5 : SNAP23 : En:ENSBTAG00000005661, db4 : PTPN1 : En:ENSBTAG00000006616, dc9 : MAPK8 : En:ENSBTAG00000007876, dcb : INPPL1 : En:ENSBTAG00000019167, dd0 : CBLB : En:ENSBTAG00000013057, def : MAP3K7 : En:ENSBTAG00000002625, dfa : STXBP3 : En:ENSBTAG00000007330, dfc : INPP4A : En:ENSBTAG00000004814, e07 : SGK1 : En:ENSBTAG00000004269, e09 : CBL : En:ENSBTAG00000006817, e1c : PIK3R4 : En:ENSBTAG00000020787, e20 : MAPK11 : En:ENSBTAG00000030182, e29 : MAPK9 : En:ENSBTAG00000004709, e35 : PTPN11 : En:ENSBTAG00000002048, e3a : GYS2 : En:ENSBTAG00000013333, e41 : JUN : En:ENSBTAG00000004037, e43 : SOCS1 : En:ENSBTAG00000004386, e50 : MAPK6 : En:ENSBTAG00000005865, e67 : FLOT2 : En:ENSBTAG00000010073, e73 : CBLC : En:ENSBTAG00000009494, e74 : MYO1C : En:ENSBTAG00000001332, e7b : GAB1 : En:ENSBTAG00000002813, e7c : RHOJ : En:ENSBTAG00000017200, e87 : GSK3A : En:ENSBTAG00000020756, e8c : PRKCI : En:ENSBTAG00000001403, e9e : PRKAA1 : En:ENSBTAG00000000013, ea4 : SORBS1 : En:ENSBTAG00000002880, ea7 : SOS2 : En:ENSBTAG00000005550, eab : MAP3K13 : En:ENSBTAG00000017103, eb6 : PPP1R3A : En:ENSBTAG00000006733, ebd : RAF1 : En:ENSBTAG00000045748, edb : ARF1 : En:ENSBTAG00000007725, eeb : MTOR : En:ENSBTAG00000015325, ef6 : PRKCA : En:ENSBTAG00000001061, efb : LIPE : En:ENSBTAG00000038321, f07 : MAP2K3 : En:ENSBTAG00000010576, f09 : MAPK4 : En:ENSBTAG00000009907, f15 : MAP4K2 : En:ENSBTAG00000001037, f16 : PDPK1 : En:ENSBTAG00000034436, f20 : HRAS : En:ENSBTAG00000046644, f46 : RAPGEF1 : En:ENSBTAG00000020791, f4f : FOXO3 : En:ENSBTAG00000011234, f56 : MAP2K5 : En:ENSBTAG00000000218, f5b : GRB10 : En:ENSBTAG00000017086, f71 : EGR1 : En:ENSBTAG00000010069, f76 : MAP3K10 : En:ENSBTAG00000017618, f8a : VAMP2 : En:ENSBTAG00000054934, f9d : PIK3C2A : En:ENSBTAG00000004901, f9f : MAPK1 : En:ENSBTAG00000010312, fa3 : FLOT1 : En:ENSBTAG00000009960, fa4 : PIK3CA : En:ENSBTAG00000009232, fb0 : MAP2K1 : En:ENSBTAG00000033983, fb3 : MAP3K6 : En:ENSBTAG00000010254, fc5 : MAP3K4 : En:ENSBTAG00000020079, fc6 : MAP3K9 : En:ENSBTAG00000005700, fcb : KIF3A : En:ENSBTAG00000025477, fe3 : MAP4K5 : En:ENSBTAG00000014792, fec : MAP2K2 : En:ENSBTAG00000024450, ff3 : MAPK8 : En:ENSBTAG00000007876, ff9 : MAP3K14 : En:ENSBTAG00000007084]	[]	[a2c5c : PTP : L:5967, bfc : PTEN : L:5728, e5c : EIF4E : L:1977, e5f : SHC2 : L:25759, fb6 : SGK2 : L:10110]	[]	[]
Genes associated with the development of rheumatoid arthritis (WP5033)	94.0	18	17	0	1	0	0	[adeae : FCRL3 : En:ENSBTAG00000039702, b0000 : PHF19 : En:ENSBTAG00000016958, b4b09 : PTPN22 : En:ENSBTAG00000019617, d27f6 : CIITA : En:ENSBTAG00000020649, d5e18 : TRAF1 : En:ENSBTAG00000003012, dde08 : SLC22A4 : En:ENSBTAG00000031209, c000b : PADI4 : En:ENSBTAG00000012052, ffeed : IL6ST : En:ENSBTAG00000017745, f4dc3 : STAT4 : En:ENSBTAG00000046699, a5fa7 : BLK : En:ENSBTAG00000005049, fed69 : CD40 : En:ENSBTAG00000020736, ced68 : CD244 : En:ENSBTAG00000002951, ed5a9 : IRF5 : En:ENSBTAG00000004989, a31a0 : CTLA4 : En:ENSBTAG00000013170, b595c : CCR6 : En:ENSBTAG00000014496, c04ff : IL2RA : En:ENSBTAG00000020892, eb5d3 : ITGAV : En:ENSBTAG00000019929]	[]	[f49c4 : HLA-DRB1 : En:ENSG00000196126]	[]	[]
Angiotensin II receptor type 1 pathway (WP5036)	96.0	52	50	0	2	0	0	[ed53c : TGFBR1 : En:ENSBTAG00000018035, df890 : NOX4 : En:ENSBTAG00000018540, dad2e : MAP2K6 : En:ENSBTAG00000001609, d24b1 : MAPK1 : En:ENSBTAG00000010312, dd410 : MAS1 : En:ENSBTAG00000031724, dad69 : TGFBR2 : En:ENSBTAG00000019832, e6d9d : RACK1 : En:ENSBTAG00000019648, d813c : ACE2 : En:ENSBTAG00000034402, daf0d : RRAS : En:ENSBTAG00000020983, df283 : RAF1 : En:ENSBTAG00000045748, dc71a : AGT : En:ENSBTAG00000012393, c35f5 : SMAD4 : En:ENSBTAG00000006919, cec82 : PDGFD : En:ENSBTAG00000034827, d1dca : IL11RA : En:ENSBTAG00000014907, f37f0 : ACTA2 : En:ENSBTAG00000014614, c24f3 : SP1 : En:ENSBTAG00000003021, fbeee : AGTR1 : En:ENSBTAG00000045633, e3c7b : SMAD3 : En:ENSBTAG00000012599, b4ae4 : JUND : En:ENSBTAG00000052791, ca432 : CCN2 : En:ENSBTAG00000006367, c0fa3 : F12 : En:ENSBTAG00000018872, e6d8d : HIF1A : En:ENSBTAG00000020935, ec0eb : TGFB1 : En:ENSBTAG00000020457, e0e98 : IL6ST : En:ENSBTAG00000017745, d0d33 : PTPN11 : En:ENSBTAG00000002048, d00e9 : COL1A1 : En:ENSBTAG00000013103, ac84d : AGTR1 : En:ENSBTAG00000045633, f77c2 : AGTR1 : En:ENSBTAG00000045633, cb643 : COL1A2 : En:ENSBTAG00000013472, bdb9f : TGFB1 : En:ENSBTAG00000020457, bc58d : COL1A1 : En:ENSBTAG00000013103, df16f : COL1A2 : En:ENSBTAG00000013472, c230d : TGFB1 : En:ENSBTAG00000020457, b9f88 : SMAD3 : En:ENSBTAG00000012599, f2f2c : AGT : En:ENSBTAG00000012393, b1441 : MAPK1 : En:ENSBTAG00000010312, b3672 : NOX4 : En:ENSBTAG00000018540, ea34b : COL1A1 : En:ENSBTAG00000013103, ba4b8 : COL1A1 : En:ENSBTAG00000013103, de4b6 : RRAS : En:ENSBTAG00000020983, c7493 : RAF1 : En:ENSBTAG00000045748, ecc80 : MAP2K6 : En:ENSBTAG00000001609, eb35a : MAPK1 : En:ENSBTAG00000010312, da0b8 : MAPK1 : En:ENSBTAG00000010312, f76a3 : TGFB1 : En:ENSBTAG00000020457, bbf8c : TGFBR1 : En:ENSBTAG00000018035, d3c58 : TGFBR2 : En:ENSBTAG00000019832, d6f81 : SMAD3 : En:ENSBTAG00000012599, eaeb7 : SMAD4 : En:ENSBTAG00000006919, a8bf8 : SMAD3 : En:ENSBTAG00000012599]	[]	[c0f20 : IL11 : En:ENSG00000095752, f35d9 : IL11 : En:ENSG00000095752]	[]	[]
Biotin metabolism, including IEMs (WP5031)	90.0	10	9	0	0	0	1	[f9680 : PC : En:ENSBTAG00000019700, ca7d7 : MCCC1 : En:ENSBTAG00000006548, b2a8e : BTD : En:ENSBTAG00000019129, dc212 : HLCS : En:ENSBTAG00000033679, bea0b : ACACA : En:ENSBTAG00000017567, e22b4 : ACACB : En:ENSBTAG00000022058, f2c12 : MCCC2 : En:ENSBTAG00000044160, f2940 : PCCA : En:ENSBTAG00000010672, cc97e : PCCB : En:ENSBTAG00000015221]	[]	[]	[]	[a1250 : Proteolysis : :]
Cytoplasmic ribosomal proteins (WP477)	81.0	88	72	0	16	0	0	[a09 : RPL34 : En:ENSBTAG00000014226, a12 : RPL4 : En:ENSBTAG00000005211, a79 : RPS14 : En:ENSBTAG00000020532, a93 : RPL15 : En:ENSBTAG00000033080, a96 : RPL35A : En:ENSBTAG00000011704, aa2 : RPS13 : En:ENSBTAG00000037925, aa3 : RPL7A : En:ENSBTAG00000011559, ab2 : RPS9 : En:ENSBTAG00000006487, ac5 : RPL10A : En:ENSBTAG00000027213, ad8 : RPL32 : En:ENSBTAG00000015283, adc : RPL37A : En:ENSBTAG00000051254, ae1 : RPS10 : En:ENSBTAG00000015598, b24 : RPL29 : En:ENSBTAG00000018628, b2a : RPL8 : En:ENSBTAG00000003560, b2c : RPL7 : En:ENSBTAG00000005395, b39 : RPS3A : En:ENSBTAG00000009908, b46 : RPL3 : En:ENSBTAG00000003228, b8f : RPS7 : En:ENSBTAG00000016224, b91 : RPS23 : En:ENSBTAG00000050237, b98 : RPL23A : En:ENSBTAG00000022278, ba2 : RPL23 : En:ENSBTAG00000003229, bc5 : RPL11 : En:ENSBTAG00000020905, be2 : RPL38 : En:ENSBTAG00000030164, bff : RPS26 : En:ENSBTAG00000038896, c27 : RPS25 : En:ENSBTAG00000027772, c34 : RPL19 : En:ENSBTAG00000002060, c39 : RPL13 : En:ENSBTAG00000033143, c5c : RPL6 : En:ENSBTAG00000031723, c5f : RPS27 : En:ENSBTAG00000054946, c67 : RPS15A : En:ENSBTAG00000054615, c74 : RPL14 : En:ENSBTAG00000002038, c8e : RPS6KA6 : En:ENSBTAG00000002015, c9c : RPS3 : En:ENSBTAG00000005620, c9f : RPL22 : En:ENSBTAG00000014423, cb5 : RPS6KA2 : En:ENSBTAG00000021741, cc0 : RPS16 : En:ENSBTAG00000001538, cdd : RPS2 : En:ENSBTAG00000009535, cdf : RPS6KA1 : En:ENSBTAG00000014447, ce9 : RPL24 : En:ENSBTAG00000013461, d58 : RPL35 : En:ENSBTAG00000003205, d68 : RPL36AL : En:ENSBTAG00000025564, d70 : RPS6KA3 : En:ENSBTAG00000017639, d85 : RPL37 : En:ENSBTAG00000005142, dab : RPS8 : En:ENSBTAG00000015285, db8 : RPS6 : En:ENSBTAG00000005315, dbc : RPL36 : En:ENSBTAG00000045991, de3 : RPS21 : En:ENSBTAG00000020795, e05 : RPL18 : En:ENSBTAG00000015388, e14 : UBA52 : En:ENSBTAG00000007737, e48 : RPL27 : En:ENSBTAG00000017441, e51 : RPS28 : En:ENSBTAG00000002468, e68 : MRPL19 : En:ENSBTAG00000002557, e6a : RPS29 : En:ENSBTAG00000052337, e93 : RPL28 : En:ENSBTAG00000023343, eae : RPS12 : En:ENSBTAG00000024019, ed0 : RPS18 : En:ENSBTAG00000002648, f1f : RPS19 : En:ENSBTAG00000023792, f2a : RPL30 : En:ENSBTAG00000022947, f39 : RPL39 : En:ENSBTAG00000049441, f6b : RPL26 : En:ENSBTAG00000012344, f6c : RPLP0 : En:ENSBTAG00000017389, f76 : RPL10 : En:ENSBTAG00000007454, f7a : RPS4X : En:ENSBTAG00000018800, f81 : RPL12 : En:ENSBTAG00000027878, f82 : RPS20 : En:ENSBTAG00000050645, f91 : RPS5 : En:ENSBTAG00000015989, fb9 : RPL27A : En:ENSBTAG00000021649, fd8 : RPL13A : En:ENSBTAG00000005296, fe2 : RPL3L : En:ENSBTAG00000009533, fe8 : RPLP2 : En:ENSBTAG00000001777, ff0 : RPS6KB2 : En:ENSBTAG00000009175, ff3 : RPS6KB1 : En:ENSBTAG00000016851]	[]	[ac3 : RPS4Y1 : L:6192, ae9 : FAU : L:2197, afa : RPL21 : L:6144, b0a : RPL17 : L:6139, b42 : RPSA : L:3921, bf1 : RPL18A : L:6142, c0e : RPS15 : L:6209, ddc : RPL5 : L:6125, e30 : RPL41 : L:6171, e61 : RPL9 : L:6133, f16 : RPS24 : L:6229, f25 : RPL31 : L:6160, f94 : RPS27A : L:6233, fa9 : RPS17 : L:6218, fca : RPLP1 : L:6176, feb : RPS11 : L:6205]	[]	[]
Endochondral ossification (WP474)	95.0	69	66	0	2	1	0	[a0d65 : ALPL : En:ENSBTAG00000008951, a22 : SPP1 : En:ENSBTAG00000005260, a3044 : FGFR3 : En:ENSBTAG00000007164, a3d96 : MMP13 : En:ENSBTAG00000015059, a4c27 : ACAN : En:ENSBTAG00000016158, a4e : BMPR1A : En:ENSBTAG00000000231, a59 : IHH : En:ENSBTAG00000008452, a61f3 : FGFR1 : En:ENSBTAG00000015457, a6b : IGF2 : En:ENSBTAG00000013066, a8d : BMP6 : En:ENSBTAG00000019234, ad0 : IGF1 : En:ENSBTAG00000011082, ae867 : SLC38A2 : En:ENSBTAG00000011105, afacc : TGFB1 : En:ENSBTAG00000020457, b08a5 : CAB39 : En:ENSBTAG00000040055, b134c : MEF2C : En:ENSBTAG00000020701, b1c58 : COL2A1 : En:ENSBTAG00000013155, b3065 : ADAMTS5 : En:ENSBTAG00000000648, b65a4 : RUNX3 : En:ENSBTAG00000050474, b68 : PTH : En:ENSBTAG00000019080, b8e60 : FGF18 : En:ENSBTAG00000000128, bb973 : CALM1 : En:ENSBTAG00000025644, bd4 : SCIN : En:ENSBTAG00000009786, bdd89 : RUNX2 : En:ENSBTAG00000004104, c68ba : FGF2 : En:ENSBTAG00000005691, c6f46 : SOX6 : En:ENSBTAG00000044185, c83 : PTCH1 : En:ENSBTAG00000009903, c89 : ENPP1 : En:ENSBTAG00000021830, c8a : PRKACA : En:ENSBTAG00000006642, c91 : KIF3A : En:ENSBTAG00000025477, c9ee3 : PTCH1 : En:ENSBTAG00000009903, ced75 : RUNX2 : En:ENSBTAG00000004104, ceefa : CHST11 : En:ENSBTAG00000010644, cf40b : CTSV : En:ENSBTAG00000017077, cf8 : TGFB2 : En:ENSBTAG00000005359, d08 : AKT1 : En:ENSBTAG00000017636, d0b : GH1 : En:ENSBTAG00000017220, d15 : GLI3 : En:ENSBTAG00000010671, d2c18 : HMGCS1 : En:ENSBTAG00000011839, d4444 : VEGFA : En:ENSBTAG00000005339, d7565 : MMP9 : En:ENSBTAG00000020676, d8046 : SERPINH1 : En:ENSBTAG00000001027, d92 : BMP7 : En:ENSBTAG00000015362, d9244 : CDKN1C : En:ENSBTAG00000031184, dc3 : SOX9 : En:ENSBTAG00000045824, dc4 : THRA : En:ENSBTAG00000010745, dcd : RUNX2 : En:ENSBTAG00000004104, dcd11 : STAT1 : En:ENSBTAG00000007867, dcd77 : ADAMTS1 : En:ENSBTAG00000000706, ddd : THRA : En:ENSBTAG00000010745, dfa : GHR : En:ENSBTAG00000001335, e1430 : PLAU : En:ENSBTAG00000005947, e78 : COL10A1 : En:ENSBTAG00000003078, e8050 : ADAMTS4 : En:ENSBTAG00000013210, e99 : TGFB1 : En:ENSBTAG00000020457, e9b : IGF1R : En:ENSBTAG00000021527, ebb : IFT88 : En:ENSBTAG00000014286, eee47 : DDR2 : En:ENSBTAG00000004885, f22e4 : NKX3-2 : En:ENSBTAG00000010896, f5e : Carminerin : En:ENSBTAG00000027420, f8442 : FRZB : En:ENSBTAG00000010977, f8fad : PLAT : En:ENSBTAG00000001244, fa835 : HDAC4 : En:ENSBTAG00000017764, fb3 : PTHLH : En:ENSBTAG00000006538, fb5 : PTH1R : En:ENSBTAG00000016948, fb8bf : SOX5 : En:ENSBTAG00000022360, ffd15 : TIMP3 : En:ENSBTAG00000020638]	[]	[e5014 : MGP : L:4256, e5b : STAT5 : L:6777]	[cca : TNAP : L:445341]	[]
Transcriptional activation by NRF2 in response to phytochemicals (WP3)	95.0	21	20	0	1	0	0	[dbe12 : EPHB2 : En:ENSBTAG00000045902, b3620 : CEBPB : En:ENSBTAG00000051972, d79c3 : MAF : En:ENSBTAG00000044192, dea4c : PIK3CA : En:ENSBTAG00000009232, cecad : GCLC : En:ENSBTAG00000015571, a859f : MAPK8 : En:ENSBTAG00000007876, b06bd : AIMP2 : En:ENSBTAG00000007367, b68db : NFE2L2 : En:ENSBTAG00000019255, a62fe : PRKCA : En:ENSBTAG00000001061, d3b16 : NFE2L2 : En:ENSBTAG00000019255, d61e1 : KEAP1 : En:ENSBTAG00000003543, d4c77 : HMOX1 : En:ENSBTAG00000015582, a1b6d : SLC7A11 : En:ENSBTAG00000034075, f553c : NQO1 : En:ENSBTAG00000020632, f5ed1 : GCLM : En:ENSBTAG00000007842, be345 : KEAP1 : En:ENSBTAG00000003543, c9ebb : CEBPB : En:ENSBTAG00000051972, b5bb9 : NFE2L2 : En:ENSBTAG00000019255, e3f69 : KEAP1 : En:ENSBTAG00000003543, b2519 : NFE2L2 : En:ENSBTAG00000019255]	[]	[dfa5a : GSTA2 : L:2939]	[]	[]
